index,City,Date,Card Type,Exp Type,Gender,Amount
2899,"Greater Mumbai, India",26-Aug-14,Platinum,Food,M,222272
2900,"Ahmedabad, India",8-Mar-14,Gold,Bills,F,15357
2901,"Bengaluru, India",7-Oct-13,Gold,Bills,F,186328
2902,"Delhi, India",12-Dec-14,Gold,Fuel,M,99863
2903,"Bengaluru, India",8-Apr-15,Gold,Grocery,M,142220
2904,"Ahmedabad, India",30-Jul-14,Gold,Food,M,275334
2905,"Greater Mumbai, India",1-Sep-14,Silver,Fuel,F,245883
2906,"Bengaluru, India",13-Mar-14,Silver,Food,F,15986
2907,"Ahmedabad, India",4-Aug-14,Platinum,Entertainment,F,234156
2908,"Ahmedabad, India",4-Oct-14,Silver,Entertainment,F,193288
2909,"Ahmedabad, India",4-Mar-15,Gold,Entertainment,F,58839
2910,"Delhi, India",27-Jan-14,Silver,Food,M,240737
2911,"Greater Mumbai, India",28-Feb-15,Signature,Entertainment,M,289326
2912,"Delhi, India",1-Mar-14,Signature,Food,F,96328
2913,"Ahmedabad, India",17-Feb-14,Gold,Grocery,F,247435
2914,"Bengaluru, India",25-May-15,Silver,Grocery,M,206108
2915,"Bengaluru, India",25-Jul-14,Signature,Entertainment,M,104375
2916,"Greater Mumbai, India",1-Dec-13,Gold,Entertainment,M,160114
2917,"Delhi, India",17-Feb-15,Silver,Fuel,F,291382
2918,"Greater Mumbai, India",6-Oct-14,Gold,Entertainment,F,113496
2919,"Delhi, India",28-Oct-14,Silver,Entertainment,F,252139
2920,"Delhi, India",28-Sep-14,Signature,Food,F,26552
2921,"Delhi, India",19-Oct-14,Silver,Food,M,142566
2922,"Ahmedabad, India",20-Jan-14,Silver,Food,M,259325
2923,"Bengaluru, India",17-May-15,Silver,Fuel,F,112053
2924,"Bengaluru, India",8-Apr-15,Gold,Entertainment,M,209198
2925,"Greater Mumbai, India",2-Oct-14,Signature,Fuel,F,101193
2926,"Delhi, India",7-Mar-15,Signature,Bills,M,157676
2927,"Delhi, India",24-May-15,Platinum,Grocery,M,286018
2928,"Delhi, India",20-Apr-14,Signature,Fuel,F,56401
2929,"Bengaluru, India",25-Jan-15,Signature,Grocery,F,121401
2930,"Bengaluru, India",11-May-15,Gold,Grocery,F,107424
2931,"Delhi, India",2-Nov-14,Platinum,Food,F,116464
2932,"Ahmedabad, India",19-Nov-14,Gold,Bills,F,49468
2933,"Bengaluru, India",3-Feb-15,Signature,Entertainment,M,85645
2934,"Delhi, India",11-Mar-15,Signature,Fuel,M,120886
2935,"Ahmedabad, India",26-Jan-15,Platinum,Grocery,M,46402
2936,"Delhi, India",21-May-14,Silver,Bills,F,164016
2937,"Ahmedabad, India",15-Nov-13,Platinum,Entertainment,M,104541
2938,"Bengaluru, India",30-May-14,Gold,Entertainment,F,201673
2939,"Ahmedabad, India",8-Jun-14,Platinum,Fuel,F,128562
2940,"Bengaluru, India",18-May-14,Gold,Food,F,127105
2941,"Greater Mumbai, India",13-Mar-14,Silver,Grocery,M,134244
2942,"Ahmedabad, India",2-May-15,Platinum,Grocery,F,281294
2943,"Ahmedabad, India",5-Sep-14,Platinum,Entertainment,M,265186
2944,"Greater Mumbai, India",26-Mar-15,Silver,Entertainment,M,143975
2945,"Bengaluru, India",15-Dec-13,Signature,Fuel,M,31004
2946,"Greater Mumbai, India",6-Feb-15,Gold,Entertainment,M,289936
2947,"Bengaluru, India",17-Sep-14,Gold,Entertainment,M,209329
2948,"Bengaluru, India",20-Nov-14,Signature,Grocery,M,143274
2949,"Bengaluru, India",16-Nov-13,Platinum,Bills,M,119631
2950,"Bengaluru, India",10-May-14,Silver,Grocery,F,15157
2951,"Greater Mumbai, India",4-Feb-14,Gold,Fuel,F,2416
2952,"Ahmedabad, India",23-Apr-14,Platinum,Entertainment,M,147691
2953,"Ahmedabad, India",2-Jul-14,Silver,Grocery,F,297434
2954,"Delhi, India",16-Nov-13,Platinum,Grocery,M,244144
2955,"Delhi, India",12-Jan-14,Signature,Bills,F,17715
2956,"Bengaluru, India",15-Mar-14,Signature,Food,M,168822
2957,"Ahmedabad, India",27-Apr-14,Silver,Fuel,M,236286
2958,"Greater Mumbai, India",6-Dec-14,Silver,Grocery,M,248765
2959,"Bengaluru, India",7-Apr-15,Silver,Fuel,F,276934
2960,"Greater Mumbai, India",12-Jun-14,Gold,Grocery,M,161595
2961,"Ahmedabad, India",11-Dec-13,Platinum,Fuel,M,282556
2962,"Bengaluru, India",12-May-15,Platinum,Grocery,F,62646
2963,"Ahmedabad, India",2-Jun-14,Platinum,Food,M,127088
2964,"Bengaluru, India",27-Jan-14,Signature,Bills,M,219026
2965,"Ahmedabad, India",19-Apr-14,Signature,Entertainment,M,50735
2966,"Delhi, India",31-Mar-14,Platinum,Grocery,M,208930
2967,"Ahmedabad, India",7-Nov-14,Gold,Grocery,M,254967
2968,"Ahmedabad, India",23-May-15,Gold,Bills,F,171642
2969,"Ahmedabad, India",17-Aug-14,Silver,Food,M,217636
2970,"Greater Mumbai, India",7-Oct-14,Silver,Fuel,M,263875
2971,"Ahmedabad, India",15-Dec-14,Gold,Entertainment,F,238303
2972,"Greater Mumbai, India",10-Jan-15,Gold,Grocery,F,286393
2973,"Greater Mumbai, India",3-Jan-15,Platinum,Grocery,M,263990
2974,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,83901
2975,"Greater Mumbai, India",2-Jan-14,Signature,Entertainment,F,140666
2976,"Delhi, India",18-Aug-14,Signature,Food,M,67899
2977,"Delhi, India",23-Oct-13,Silver,Bills,M,155862
2978,"Greater Mumbai, India",4-Nov-13,Platinum,Bills,F,3670
2979,"Greater Mumbai, India",26-May-14,Gold,Grocery,M,157102
2980,"Bengaluru, India",5-Oct-13,Platinum,Food,M,183626
2981,"Bengaluru, India",8-May-14,Signature,Bills,M,30710
2982,"Greater Mumbai, India",5-Dec-14,Gold,Grocery,F,109664
2983,"Bengaluru, India",7-Jun-14,Silver,Food,F,175746
2984,"Bengaluru, India",18-Apr-14,Platinum,Fuel,M,281899
2985,"Greater Mumbai, India",3-May-14,Gold,Fuel,M,238770
2986,"Ahmedabad, India",7-May-14,Signature,Grocery,M,199635
2987,"Greater Mumbai, India",8-Jun-14,Signature,Grocery,M,173060
2988,"Delhi, India",5-Nov-13,Silver,Grocery,F,279342
2989,"Bengaluru, India",18-Dec-14,Silver,Bills,M,185073
2990,"Bengaluru, India",3-Sep-14,Gold,Food,F,183028
2991,"Ahmedabad, India",25-Feb-15,Silver,Grocery,F,159278
2992,"Delhi, India",18-Jun-14,Signature,Bills,F,118968
2993,"Bengaluru, India",17-Feb-14,Signature,Entertainment,F,223493
2994,"Bengaluru, India",15-Dec-13,Gold,Bills,M,207537
2995,"Ahmedabad, India",1-May-15,Platinum,Fuel,F,39734
2996,"Delhi, India",27-Jan-15,Signature,Fuel,F,183852
2997,"Delhi, India",22-May-14,Gold,Grocery,F,3681
2998,"Bengaluru, India",9-May-15,Platinum,Entertainment,F,277307
2999,"Delhi, India",15-Apr-14,Silver,Entertainment,F,85608
3000,"Bengaluru, India",8-Oct-13,Gold,Fuel,M,156732
3001,"Greater Mumbai, India",17-Oct-13,Signature,Bills,M,7795
3002,"Delhi, India",19-Feb-15,Platinum,Bills,F,60206
3003,"Delhi, India",18-Feb-15,Gold,Grocery,F,177311
3004,"Greater Mumbai, India",25-Oct-13,Signature,Bills,F,70885
3005,"Greater Mumbai, India",16-May-15,Gold,Grocery,F,228369
3006,"Delhi, India",6-Jan-15,Gold,Grocery,M,90914
3007,"Ahmedabad, India",22-May-14,Silver,Entertainment,M,280442
3008,"Delhi, India",23-Nov-14,Gold,Bills,M,128207
3009,"Greater Mumbai, India",27-Mar-14,Signature,Food,F,108424
3010,"Ahmedabad, India",17-Jan-15,Signature,Food,F,110328
3011,"Bengaluru, India",23-Oct-13,Platinum,Grocery,F,231686
3012,"Bengaluru, India",10-Mar-15,Gold,Fuel,F,291321
3013,"Bengaluru, India",13-Feb-15,Platinum,Food,M,229882
3014,"Ahmedabad, India",31-May-14,Gold,Bills,F,141607
3015,"Delhi, India",18-Mar-15,Silver,Entertainment,F,169602
3016,"Delhi, India",11-Jun-14,Platinum,Grocery,M,21444
3017,"Delhi, India",2-Jun-14,Signature,Entertainment,F,150902
3018,"Ahmedabad, India",21-Feb-15,Signature,Food,M,150275
3019,"Bengaluru, India",17-Feb-15,Gold,Fuel,F,94017
3020,"Greater Mumbai, India",6-Jan-15,Gold,Entertainment,M,259231
3021,"Delhi, India",29-May-14,Signature,Bills,F,58629
3022,"Bengaluru, India",30-May-14,Silver,Fuel,M,70532
3023,"Delhi, India",24-Jan-14,Gold,Entertainment,M,202218
3024,"Bengaluru, India",10-Dec-14,Signature,Entertainment,M,162448
3025,"Delhi, India",29-Mar-15,Silver,Grocery,F,2178
3026,"Bengaluru, India",20-Sep-14,Silver,Fuel,M,163153
3027,"Ahmedabad, India",24-Nov-13,Gold,Bills,F,147617
3028,"Greater Mumbai, India",11-Oct-13,Platinum,Entertainment,M,122576
3029,"Greater Mumbai, India",18-Sep-14,Signature,Entertainment,M,110572
3030,"Bengaluru, India",29-Oct-14,Signature,Grocery,M,61100
3031,"Delhi, India",2-Sep-14,Gold,Fuel,F,171080
3032,"Bengaluru, India",27-Nov-13,Platinum,Entertainment,M,223697
3033,"Ahmedabad, India",15-Dec-13,Gold,Fuel,F,296794
3034,"Bengaluru, India",10-Apr-14,Signature,Bills,M,98975
3035,"Delhi, India",17-Mar-14,Platinum,Grocery,F,251448
3036,"Delhi, India",10-Sep-14,Silver,Fuel,F,282223
3037,"Delhi, India",29-Apr-14,Gold,Grocery,M,141734
3038,"Delhi, India",27-Oct-14,Silver,Food,F,108932
3039,"Ahmedabad, India",24-Dec-13,Silver,Fuel,M,148086
3040,"Bengaluru, India",23-Apr-15,Silver,Bills,F,236485
3041,"Greater Mumbai, India",15-Jul-14,Signature,Entertainment,F,129447
3042,"Greater Mumbai, India",13-Sep-14,Signature,Grocery,M,76106
3043,"Delhi, India",10-Apr-15,Silver,Food,M,297484
3044,"Greater Mumbai, India",5-Apr-15,Platinum,Bills,F,34460
3045,"Greater Mumbai, India",26-Feb-15,Silver,Bills,F,216720
3046,"Bengaluru, India",28-Nov-13,Gold,Grocery,M,192116
3047,"Bengaluru, India",9-Oct-14,Gold,Fuel,M,286058
3048,"Bengaluru, India",12-Mar-15,Signature,Fuel,M,260290
3049,"Ahmedabad, India",8-Apr-14,Silver,Food,F,43471
3050,"Greater Mumbai, India",8-Dec-14,Gold,Food,F,103785
3051,"Greater Mumbai, India",4-Aug-14,Platinum,Entertainment,F,70775
3052,"Ahmedabad, India",25-Apr-15,Gold,Entertainment,M,79105
3053,"Delhi, India",14-Mar-15,Gold,Food,M,165180
3054,"Ahmedabad, India",14-Sep-14,Signature,Entertainment,F,102263
3055,"Bengaluru, India",30-Apr-14,Silver,Bills,M,144188
3056,"Ahmedabad, India",7-Apr-15,Platinum,Entertainment,M,104261
3057,"Greater Mumbai, India",15-Sep-14,Platinum,Fuel,F,168517
3058,"Bengaluru, India",1-Feb-14,Gold,Entertainment,F,65425
3059,"Ahmedabad, India",31-Aug-14,Silver,Fuel,F,100298
3060,"Bengaluru, India",17-Oct-13,Gold,Food,F,51857
3061,"Bengaluru, India",27-Aug-14,Platinum,Fuel,M,235755
3062,"Greater Mumbai, India",5-Aug-14,Gold,Grocery,M,290078
3063,"Delhi, India",7-Nov-14,Silver,Entertainment,M,182882
3064,"Delhi, India",25-Feb-14,Platinum,Fuel,F,203910
3065,"Ahmedabad, India",13-Apr-15,Silver,Fuel,M,208660
3066,"Ahmedabad, India",8-Sep-14,Gold,Entertainment,F,155187
3067,"Ahmedabad, India",23-Jan-15,Platinum,Entertainment,F,203780
3068,"Bengaluru, India",3-Mar-15,Gold,Bills,M,274151
3069,"Ahmedabad, India",18-Mar-15,Gold,Food,M,55735
3070,"Greater Mumbai, India",5-Jun-14,Platinum,Grocery,F,280705
3071,"Bengaluru, India",19-Jul-14,Signature,Entertainment,F,163874
3072,"Bengaluru, India",30-Apr-15,Gold,Fuel,M,7928
3073,"Ahmedabad, India",7-Mar-15,Silver,Bills,F,169317
3074,"Bengaluru, India",14-Nov-14,Silver,Food,M,121010
3075,"Greater Mumbai, India",18-Apr-15,Silver,Entertainment,M,141940
3076,"Ahmedabad, India",10-Oct-14,Platinum,Fuel,M,20658
3077,"Greater Mumbai, India",14-Dec-13,Silver,Food,M,245540
3078,"Bengaluru, India",5-Dec-13,Platinum,Entertainment,F,171962
3079,"Greater Mumbai, India",30-Dec-14,Gold,Grocery,M,17598
3080,"Greater Mumbai, India",2-Jan-14,Gold,Grocery,F,208778
3081,"Greater Mumbai, India",28-Nov-13,Gold,Food,F,210491
3082,"Greater Mumbai, India",17-Jun-14,Silver,Grocery,F,124712
3083,"Greater Mumbai, India",21-Mar-15,Signature,Bills,F,240475
3084,"Delhi, India",12-Mar-14,Signature,Fuel,M,239028
3085,"Ahmedabad, India",28-Nov-14,Gold,Entertainment,M,35621
3086,"Bengaluru, India",26-Jan-14,Gold,Food,F,48182
3087,"Delhi, India",6-Dec-14,Silver,Grocery,M,78975
3088,"Greater Mumbai, India",22-Feb-14,Platinum,Bills,M,25797
3089,"Greater Mumbai, India",15-Nov-14,Signature,Bills,F,50519
3090,"Bengaluru, India",17-Nov-13,Platinum,Entertainment,F,88709
3091,"Bengaluru, India",7-Feb-14,Platinum,Entertainment,F,150389
3092,"Bengaluru, India",24-Aug-14,Gold,Fuel,F,41880
3093,"Ahmedabad, India",9-Jan-15,Signature,Entertainment,M,161240
3094,"Greater Mumbai, India",29-Dec-14,Gold,Food,M,90008
3095,"Bengaluru, India",19-Nov-13,Silver,Entertainment,F,26157
3096,"Ahmedabad, India",14-Jul-14,Platinum,Bills,F,142175
3097,"Bengaluru, India",8-Apr-15,Gold,Grocery,M,49381
3098,"Bengaluru, India",23-Jan-14,Gold,Entertainment,F,25016
3099,"Ahmedabad, India",15-Aug-14,Silver,Bills,M,66409
3100,"Ahmedabad, India",28-Dec-14,Silver,Entertainment,F,251092
3101,"Greater Mumbai, India",25-Aug-14,Silver,Grocery,M,110820
3102,"Greater Mumbai, India",7-Apr-15,Silver,Bills,F,6849
3103,"Greater Mumbai, India",12-May-15,Gold,Fuel,F,192205
3104,"Greater Mumbai, India",5-Dec-13,Silver,Grocery,M,273180
3105,"Delhi, India",2-Mar-14,Signature,Food,M,43138
3106,"Ahmedabad, India",10-Dec-13,Gold,Food,F,216876
3107,"Delhi, India",10-Aug-14,Silver,Grocery,F,235080
3108,"Greater Mumbai, India",8-Jun-14,Platinum,Bills,F,120041
3109,"Ahmedabad, India",19-Jun-14,Gold,Bills,M,144821
3110,"Greater Mumbai, India",11-Feb-15,Platinum,Food,F,235466
3111,"Greater Mumbai, India",4-May-14,Silver,Grocery,M,27046
3112,"Greater Mumbai, India",3-Oct-14,Gold,Entertainment,F,267516
3113,"Greater Mumbai, India",10-Oct-14,Signature,Entertainment,M,295952
3114,"Ahmedabad, India",19-Nov-14,Gold,Entertainment,M,233970
3115,"Bengaluru, India",20-Nov-14,Platinum,Fuel,F,58087
3116,"Greater Mumbai, India",29-May-14,Gold,Food,F,128806
3117,"Ahmedabad, India",24-Feb-14,Silver,Bills,M,61340
3118,"Greater Mumbai, India",5-Dec-13,Silver,Food,M,264160
3119,"Greater Mumbai, India",24-Dec-13,Platinum,Grocery,F,195388
3120,"Delhi, India",7-Jul-14,Silver,Food,M,151637
3121,"Bengaluru, India",9-Jan-14,Gold,Fuel,M,182534
3122,"Delhi, India",9-Aug-14,Platinum,Bills,M,153560
3123,"Bengaluru, India",6-Oct-13,Silver,Entertainment,F,153572
3124,"Greater Mumbai, India",21-Apr-14,Platinum,Fuel,M,191965
3125,"Bengaluru, India",3-Dec-13,Signature,Entertainment,M,30366
3126,"Bengaluru, India",3-Feb-15,Signature,Fuel,F,247677
3127,"Greater Mumbai, India",12-Feb-15,Silver,Entertainment,M,297742
3128,"Ahmedabad, India",9-Mar-15,Signature,Entertainment,F,174737
3129,"Delhi, India",12-May-15,Platinum,Food,M,292524
3130,"Greater Mumbai, India",5-Nov-14,Gold,Food,F,61397
3131,"Delhi, India",20-May-15,Gold,Fuel,M,188252
3132,"Greater Mumbai, India",4-Feb-14,Platinum,Fuel,M,71407
3133,"Greater Mumbai, India",16-Feb-14,Platinum,Grocery,M,286207
3134,"Ahmedabad, India",23-Oct-14,Signature,Bills,M,109092
3135,"Delhi, India",19-Jul-14,Silver,Fuel,F,52490
3136,"Delhi, India",9-Sep-14,Platinum,Food,F,217217
3137,"Ahmedabad, India",21-Nov-13,Gold,Bills,F,185396
3138,"Delhi, India",4-Dec-14,Gold,Fuel,F,89521
3139,"Delhi, India",29-May-14,Silver,Grocery,F,183922
3140,"Bengaluru, India",20-Feb-15,Signature,Food,M,282174
3141,"Greater Mumbai, India",6-Nov-14,Platinum,Bills,F,255407
3142,"Bengaluru, India",16-May-15,Silver,Bills,M,291273
3143,"Bengaluru, India",5-Apr-15,Signature,Entertainment,F,145219
3144,"Ahmedabad, India",22-Jan-14,Gold,Entertainment,M,212069
3145,"Greater Mumbai, India",7-Apr-15,Gold,Bills,M,40502
3146,"Ahmedabad, India",14-Nov-13,Gold,Grocery,F,27102
3147,"Greater Mumbai, India",15-Jul-14,Signature,Food,M,18696
3148,"Bengaluru, India",25-Dec-14,Signature,Grocery,F,84745
3149,"Bengaluru, India",3-Mar-14,Gold,Grocery,F,143466
3150,"Delhi, India",3-Oct-14,Platinum,Bills,F,22077
3151,"Bengaluru, India",12-Oct-13,Silver,Grocery,M,2114
3152,"Bengaluru, India",26-Aug-14,Silver,Entertainment,F,187060
3153,"Greater Mumbai, India",26-May-14,Silver,Grocery,F,48203
3154,"Greater Mumbai, India",20-Feb-15,Gold,Food,F,71829
3155,"Greater Mumbai, India",5-Oct-14,Silver,Grocery,M,180038
3156,"Ahmedabad, India",18-Mar-14,Signature,Bills,F,44348
3157,"Ahmedabad, India",22-Dec-14,Gold,Food,F,69685
3158,"Bengaluru, India",15-Dec-14,Signature,Fuel,F,243582
3159,"Bengaluru, India",3-May-15,Silver,Fuel,M,175700
3160,"Ahmedabad, India",19-Nov-14,Platinum,Fuel,F,215084
3161,"Ahmedabad, India",21-Mar-14,Platinum,Bills,M,252844
3162,"Greater Mumbai, India",19-May-14,Silver,Fuel,F,271791
3163,"Greater Mumbai, India",22-Dec-14,Signature,Grocery,F,173083
3164,"Delhi, India",14-Jul-14,Silver,Fuel,M,276169
3165,"Ahmedabad, India",28-Aug-14,Platinum,Food,M,124863
3166,"Delhi, India",5-May-15,Silver,Food,M,142273
3167,"Delhi, India",6-Oct-13,Platinum,Grocery,F,23276
3168,"Bengaluru, India",10-Jun-14,Signature,Fuel,F,290998
3169,"Ahmedabad, India",11-Jan-15,Gold,Food,F,144791
3170,"Ahmedabad, India",4-May-15,Platinum,Food,F,138000
3171,"Greater Mumbai, India",3-Oct-14,Platinum,Grocery,M,29551
3172,"Ahmedabad, India",21-Oct-14,Platinum,Food,F,156456
3173,"Ahmedabad, India",12-Aug-14,Platinum,Bills,F,6774
3174,"Ahmedabad, India",10-Nov-13,Platinum,Entertainment,F,291608
3175,"Ahmedabad, India",1-Apr-15,Silver,Grocery,M,153575
3176,"Ahmedabad, India",29-Nov-13,Gold,Fuel,F,225187
3177,"Delhi, India",29-Jul-14,Gold,Bills,F,200994
3178,"Greater Mumbai, India",12-May-15,Gold,Entertainment,F,182481
3179,"Greater Mumbai, India",16-May-15,Gold,Fuel,F,187152
3180,"Greater Mumbai, India",7-Jun-14,Signature,Food,F,98950
3181,"Delhi, India",9-Sep-14,Gold,Fuel,M,135962
3182,"Delhi, India",28-Apr-14,Signature,Entertainment,F,277577
3183,"Ahmedabad, India",2-Jan-15,Platinum,Grocery,M,134885
3184,"Bengaluru, India",12-Jan-15,Gold,Entertainment,M,226569
3185,"Ahmedabad, India",14-Jan-15,Silver,Fuel,F,272999
3186,"Bengaluru, India",26-Jun-14,Platinum,Food,M,166245
3187,"Bengaluru, India",20-Aug-14,Platinum,Food,F,73268
3188,"Greater Mumbai, India",31-Oct-14,Gold,Bills,F,47937
3189,"Delhi, India",28-Jan-15,Silver,Entertainment,M,95239
3190,"Greater Mumbai, India",7-May-15,Platinum,Food,M,16996
3191,"Greater Mumbai, India",12-May-15,Silver,Entertainment,F,4642
3192,"Ahmedabad, India",8-Mar-15,Silver,Entertainment,M,134949
3193,"Ahmedabad, India",15-Oct-13,Platinum,Grocery,M,51765
3194,"Delhi, India",7-Sep-14,Gold,Bills,M,250241
3195,"Ahmedabad, India",14-Mar-15,Signature,Grocery,M,239615
3196,"Greater Mumbai, India",13-Feb-15,Platinum,Grocery,M,103563
3197,"Ahmedabad, India",30-Apr-14,Signature,Bills,F,96088
3198,"Greater Mumbai, India",27-Dec-14,Gold,Entertainment,M,82000
3199,"Greater Mumbai, India",5-Nov-13,Silver,Entertainment,M,161861
3200,"Ahmedabad, India",14-Mar-15,Gold,Entertainment,M,44081
3201,"Ahmedabad, India",6-Apr-15,Silver,Grocery,M,146009
3202,"Bengaluru, India",9-Dec-14,Signature,Bills,M,119595
3203,"Delhi, India",24-Nov-13,Platinum,Grocery,M,144677
3204,"Ahmedabad, India",13-Dec-14,Signature,Bills,F,14004
3205,"Delhi, India",19-Mar-15,Gold,Grocery,M,190662
3206,"Ahmedabad, India",11-May-15,Signature,Entertainment,M,251307
3207,"Greater Mumbai, India",30-Nov-14,Signature,Grocery,M,102407
3208,"Delhi, India",2-Nov-13,Gold,Food,M,135150
3209,"Delhi, India",25-May-15,Platinum,Bills,F,110862
3210,"Ahmedabad, India",7-Oct-14,Signature,Fuel,F,110230
3211,"Ahmedabad, India",18-Mar-14,Signature,Food,M,102510
3212,"Ahmedabad, India",18-Jan-15,Gold,Bills,M,179669
3213,"Greater Mumbai, India",7-Aug-14,Silver,Fuel,F,258129
3214,"Greater Mumbai, India",14-Jan-15,Signature,Entertainment,F,244834
3215,"Delhi, India",27-Dec-14,Gold,Food,F,218036
3216,"Bengaluru, India",9-Dec-13,Platinum,Bills,M,43773
3217,"Ahmedabad, India",21-Oct-13,Gold,Entertainment,M,126336
3218,"Bengaluru, India",22-Oct-14,Signature,Fuel,F,206379
3219,"Bengaluru, India",15-Nov-13,Platinum,Bills,F,12909
3220,"Greater Mumbai, India",1-Nov-14,Platinum,Grocery,M,246276
3221,"Greater Mumbai, India",22-Dec-13,Signature,Entertainment,F,44095
3222,"Bengaluru, India",9-Dec-13,Platinum,Fuel,M,107309
3223,"Delhi, India",30-Sep-14,Silver,Food,M,72515
3224,"Greater Mumbai, India",28-Mar-15,Platinum,Grocery,F,178405
3225,"Delhi, India",26-Sep-14,Silver,Entertainment,M,47883
3226,"Ahmedabad, India",14-Aug-14,Platinum,Fuel,F,188430
3227,"Delhi, India",7-Mar-14,Gold,Bills,M,28484
3228,"Ahmedabad, India",31-Jan-14,Platinum,Bills,M,297691
3229,"Greater Mumbai, India",27-Aug-14,Silver,Entertainment,F,23526
3230,"Ahmedabad, India",22-Nov-13,Platinum,Entertainment,M,202719
3231,"Greater Mumbai, India",11-Dec-13,Silver,Food,M,126909
3232,"Ahmedabad, India",21-Nov-14,Signature,Entertainment,M,69389
3233,"Greater Mumbai, India",17-Aug-14,Signature,Fuel,F,190466
3234,"Greater Mumbai, India",14-Dec-13,Signature,Entertainment,F,172537
3235,"Greater Mumbai, India",12-Feb-14,Gold,Fuel,M,118158
3236,"Delhi, India",19-Dec-13,Signature,Fuel,M,294302
3237,"Delhi, India",30-Oct-14,Signature,Fuel,M,243278
3238,"Bengaluru, India",25-Oct-13,Silver,Entertainment,F,30391
3239,"Bengaluru, India",22-Jul-14,Platinum,Entertainment,F,256768
3240,"Bengaluru, India",3-Mar-14,Silver,Entertainment,F,81879
3241,"Greater Mumbai, India",13-May-15,Gold,Bills,F,147108
3242,"Greater Mumbai, India",10-Dec-14,Platinum,Fuel,M,44254
3243,"Bengaluru, India",14-Jun-14,Platinum,Fuel,F,236313
3244,"Bengaluru, India",16-Mar-15,Signature,Fuel,F,278217
3245,"Delhi, India",1-Feb-15,Platinum,Entertainment,M,274762
3246,"Bengaluru, India",11-Jan-14,Signature,Entertainment,F,82450
3247,"Ahmedabad, India",9-Oct-14,Gold,Fuel,M,289876
3248,"Ahmedabad, India",8-Mar-15,Silver,Food,F,113330
3249,"Ahmedabad, India",2-Feb-14,Gold,Grocery,F,26836
3250,"Greater Mumbai, India",1-Feb-15,Silver,Bills,F,252610
3251,"Delhi, India",21-Jan-15,Platinum,Bills,F,199924
3252,"Bengaluru, India",16-Dec-14,Silver,Food,M,129481
3253,"Greater Mumbai, India",2-Feb-15,Signature,Fuel,F,44232
3254,"Bengaluru, India",28-Nov-14,Silver,Bills,F,150518
3255,"Greater Mumbai, India",29-Oct-13,Signature,Grocery,M,6676
3256,"Greater Mumbai, India",6-May-14,Gold,Bills,M,130308
3257,"Ahmedabad, India",16-Dec-13,Silver,Food,F,75866
3258,"Delhi, India",11-Mar-14,Silver,Grocery,M,166352
3259,"Greater Mumbai, India",25-Feb-14,Gold,Grocery,M,26426
3260,"Greater Mumbai, India",15-Jun-14,Signature,Grocery,F,201558
3261,"Delhi, India",8-Aug-14,Gold,Entertainment,F,216588
3262,"Bengaluru, India",7-Aug-14,Platinum,Food,M,291317
3263,"Delhi, India",13-Feb-15,Gold,Bills,F,108093
3264,"Bengaluru, India",20-Mar-15,Signature,Bills,F,51296
3265,"Ahmedabad, India",17-Feb-15,Silver,Food,F,222314
3266,"Delhi, India",4-May-14,Platinum,Bills,F,257974
3267,"Ahmedabad, India",5-Nov-14,Gold,Fuel,M,280938
3268,"Bengaluru, India",5-May-14,Gold,Entertainment,F,277027
3269,"Greater Mumbai, India",25-Nov-13,Silver,Bills,M,27610
3270,"Ahmedabad, India",18-Jun-14,Signature,Bills,M,65287
3271,"Bengaluru, India",6-Aug-14,Platinum,Grocery,F,51623
3272,"Delhi, India",15-Dec-14,Signature,Fuel,F,114310
3273,"Greater Mumbai, India",23-Aug-14,Signature,Food,M,162826
3274,"Bengaluru, India",1-Dec-13,Platinum,Grocery,M,174412
3275,"Ahmedabad, India",9-Apr-14,Platinum,Bills,M,42636
3276,"Bengaluru, India",16-Oct-13,Signature,Food,M,166199
3277,"Delhi, India",21-Jan-15,Gold,Grocery,F,277797
3278,"Ahmedabad, India",10-May-15,Silver,Bills,M,82961
3279,"Ahmedabad, India",16-Feb-14,Gold,Entertainment,M,238551
3280,"Delhi, India",29-Apr-14,Signature,Grocery,F,254285
3281,"Greater Mumbai, India",23-Mar-15,Platinum,Grocery,M,2649
3282,"Ahmedabad, India",22-Mar-15,Signature,Bills,M,73700
3283,"Greater Mumbai, India",21-Oct-13,Signature,Grocery,F,269682
3284,"Greater Mumbai, India",29-Mar-14,Signature,Entertainment,M,208845
3285,"Ahmedabad, India",13-Jan-14,Silver,Entertainment,M,97501
3286,"Greater Mumbai, India",4-Jan-15,Platinum,Food,F,14726
3287,"Greater Mumbai, India",20-Oct-14,Silver,Bills,M,73401
3288,"Greater Mumbai, India",4-Mar-15,Signature,Food,F,186382
3289,"Bengaluru, India",1-Jan-14,Gold,Food,F,16354
3290,"Greater Mumbai, India",18-Mar-14,Silver,Bills,M,157663
3291,"Ahmedabad, India",30-Nov-13,Gold,Food,F,293483
3292,"Delhi, India",26-Mar-15,Gold,Grocery,F,255425
3293,"Bengaluru, India",25-Oct-14,Signature,Grocery,M,255450
3294,"Delhi, India",15-Feb-15,Silver,Grocery,F,264573
3295,"Ahmedabad, India",24-Apr-15,Silver,Grocery,M,221028
3296,"Greater Mumbai, India",16-Apr-15,Silver,Fuel,M,108624
